"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Year","Health_Outcomes_Rank","Health_Factors_Rank","Length_of_Life_Rank","Clinical_Care_Rank","Socioeconomic_Rank","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
42043,"Pennsylvania","Dauphin",60763,12542,35720,78.7,2021,37,20,"36",20,23,7632,10935,6834,18,9
42045,"Pennsylvania","Delaware",76783,24091,2593,78.6,2021,22,11,"30",15,20,7441,10085,7037,16,9
42049,"Pennsylvania","Erie",51923,10834,56168,77.7,2021,47,29,"42",13,45,7921,13288,7553,18,9
42051,"Pennsylvania","Fayette",48055,5310,65431,75.2,2021,66,65,"66",54,65,10187,12209,10181,21,9
42055,"Pennsylvania","Franklin",62699,8850,60374,79.3,2021,12,18,"16",53,8,6721,9798,6729,18,7
42069,"Pennsylvania","Lackawanna",53655,9323,34965,76.9,2021,53,32,"52",29,46,8546,14614,8537,18,9
42071,"Pennsylvania","Lancaster",67515,35924,110419,80.5,2021,9,16,"7",45,13,5905,6449,5872,18,7
42073,"Pennsylvania","Lawrence",50979,3320,36733,76.3,2021,65,57,"64",44,48,9791,15911,9476,18,9
42075,"Pennsylvania","Lebanon",61560,7552,35470,78.9,2021,29,19,"19",12,19,6898,9667,6671,19,8
42077,"Pennsylvania","Lehigh",65436,19532,27700,79.6,2021,13,23,"12",19,36,6360,7948,6676,19,8
42079,"Pennsylvania","Luzerne",53439,13432,64135,76.3,2021,60,62,"59",30,64,9007,13121,9360,20,8
42081,"Pennsylvania","Lycoming",53762,4912,42121,78.1,2021,30,25,"25",6,30,7282,14990,6823,18,8
42085,"Pennsylvania","Mercer",54099,4735,51891,76.8,2021,52,46,"58",49,43,8813,15959,8322,18,8
42089,"Pennsylvania","Monroe",63012,8806,65141,78.9,2021,36,41,"26",62,52,7295,7950,8178,19,9
42091,"Pennsylvania","Montgomery",92340,25700,23466,80.9,2021,4,1,"4",2,2,5231,7786,5264,14,7
42095,"Pennsylvania","Northampton",73780,12191,38016,80.1,2021,11,14,"9",16,14,6017,8907,6095,17,8
42097,"Pennsylvania","Northumberland",47967,3899,32953,77,2021,55,60,"56",28,62,8733,10907,8485,20,7
42101,"Pennsylvania","Philadelphia",47598,101687,0,76.4,2021,67,67,"65",64,67,10027,12795,8961,24,11
42107,"Pennsylvania","Schuylkill",55951,5778,54068,75.7,2021,63,55,"63",40,59,9758,7505,10249,20,8
42125,"Pennsylvania","Washington",65558,6427,64060,77,2021,33,17,"53",25,11,8560,14559,8523,16,7
42129,"Pennsylvania","Westmoreland",59407,11208,92620,77.9,2021,20,12,"46",11,9,8008,14084,7854,15,7
42133,"Pennsylvania","York",69101,19432,107527,79,2021,19,15,"21",17,12,7027,10235,6885,17,8
44007,"Rhode Island","Providence",62165,26684,34522,79.4,2021,5,5,"5",5,5,6400,8110,6879,19,8
45001,"South Carolina","Abbeville",46499,2343,19972,76.2,2021,22,22,"20",20,24,9821,13371,8392,22,9
45003,"South Carolina","Aiken",56824,15283,59235,76.5,2021,16,14,"18",21,15,9511,11798,9213,19,10
45007,"South Carolina","Anderson",54496,18094,70969,76.3,2021,13,12,"14",9,11,8977,10235,8990,19,9
45009,"South Carolina","Bamberg",35364,1244,8714,73.5,2021,39,39,"41",32,39,13649,16166,9568,25,12
45011,"South Carolina","Barnwell",36675,1816,18672,73.6,2021,35,40,"33",33,40,12378,14063,11951,25,12
45013,"South Carolina","Beaufort",73890,16125,31873,82.9,2021,1,3,"1",5,7,5899,10642,5225,14,8
45015,"South Carolina","Berkeley",68690,20065,51492,78.8,2021,7,8,"6",15,5,7347,9518,7013,18,9
45017,"South Carolina","Calhoun",47090,1364,15175,76,2021,25,26,"25",27,25,11072,12451,11494,21,11
45019,"South Carolina","Charleston",70980,32652,38106,79,2021,3,1,"5",1,1,7270,12593,5471,14,9
45021,"South Carolina","Cherokee",46905,5470,33786,73.8,2021,30,29,"30",25,21,11476,13282,11354,22,11
45023,"South Carolina","Chester",45400,2732,23789,72.9,2021,34,37,"36",26,35,12513,15048,11300,23,12
45025,"South Carolina","Chesterfield",42441,4765,34474,74.5,2021,28,32,"28",43,29,11254,12646,10969,25,11
45027,"South Carolina","Clarendon",39900,3245,29973,75.7,2021,27,38,"26",40,38,11174,12840,9802,25,11
45029,"South Carolina","Colleton",40808,3738,29390,71.9,2021,40,33,"42",38,34,13795,16003,12376,25,11
45031,"South Carolina","Darlington",44007,6025,39673,73.3,2021,31,28,"34",39,31,12416,12457,12780,23,12
45033,"South Carolina","Dillon",35483,3372,22285,72.9,2021,43,44,"38",37,42,13023,13827,12748,30,12
45035,"South Carolina","Dorchester",68051,12894,26605,78.3,2021,4,6,"4",16,6,7213,8597,6972,17,8
45037,"South Carolina","Edgefield",52591,2378,19783,80.6,2021,9,19,"2",28,20,6872,9559,5624,22,9
45039,"South Carolina","Fairfield",42496,1933,18761,74,2021,33,36,"35",23,36,12492,12881,12914,25,12
45041,"South Carolina","Florence",49770,12506,52726,73.9,2021,29,21,"31",24,18,11627,13895,10154,21,13
45043,"South Carolina","Georgetown",53747,5542,24976,75.8,2021,24,18,"29",19,28,11261,12721,10933,20,11
45045,"South Carolina","Greenville",64399,52874,56880,78.4,2021,5,2,"7",2,4,7365,10383,7136,16,8
45047,"South Carolina","Greenwood",43958,6882,27692,75.9,2021,20,17,"19",4,22,9714,11887,9016,21,10
45049,"South Carolina","Hampton",37560,1566,16550,73.2,2021,38,30,"32",36,32,12301,12661,12541,27,13
45051,"South Carolina","Horry",53648,41075,81799,77.2,2021,17,16,"15",31,17,9249,11591,9316,18,9
45053,"South Carolina","Jasper",50790,4107,16519,77.4,2021,23,35,"21",46,27,9861,10583,10210,24,10
45055,"South Carolina","Kershaw",56318,5631,35587,76.9,2021,14,13,"13",12,12,8948,9221,9323,19,9
45057,"South Carolina","Lancaster",63842,8051,38291,77.8,2021,11,15,"17",34,13,9346,12323,9027,18,10
45059,"South Carolina","Laurens",47038,6851,42713,73.8,2021,26,27,"24",22,26,10964,12548,10860,23,11
45061,"South Carolina","Lee",37710,1323,13829,71.5,2021,44,42,"44",41,41,13980,14368,13356,28,14
45063,"South Carolina","Lexington",62059,25844,66322,78,2021,6,7,"9",7,3,7569,9143,7568,16,8
45067,"South Carolina","Marion",35138,3066,20086,72.1,2021,42,43,"43",44,44,13959,15222,12371,26,13
45069,"South Carolina","Marlboro",34532,2263,15927,72.4,2021,41,45,"39",42,45,13300,12578,15290,29,12
45071,"South Carolina","Newberry",50773,3843,25449,77.2,2021,19,20,"12",18,16,8375,11368,7888,22,12
45073,"South Carolina","Oconee",52240,8413,48219,76.3,2021,18,11,"22",14,14,9869,9534,10562,20,8
45075,"South Carolina","Orangeburg",38736,7725,58995,73.9,2021,36,34,"37",30,37,12580,13152,12307,24,12
45077,"South Carolina","Pickens",52949,11973,42673,77.1,2021,10,9,"11",13,10,8059,8501,8397,18,8
45079,"South Carolina","Richland",52905,32707,34876,77.7,2021,8,5,"10",3,9,7864,9753,6188,16,11
45081,"South Carolina","Saluda",49493,2792,16005,79.1,2021,12,25,"8",45,19,7562,10565,7485,22,10
45083,"South Carolina","Spartanburg",55588,28778,77992,75.9,2021,15,10,"16",11,8,9341,11123,9495,19,9
45085,"South Carolina","Sumter",49611,9840,34349,75.3,2021,21,24,"23",29,23,10103,11484,9369,22,11
45087,"South Carolina","Union",42851,2316,18928,73.9,2021,32,31,"27",17,30,11252,11657,11566,23,13
45089,"South Carolina","Williamsburg",34409,2570,28205,72.1,2021,46,41,"46",35,43,15223,16636,14190,27,13
45091,"South Carolina","York",68468,20667,51895,78.2,2021,2,4,"3",6,2,7095,9212,7045,15,8
46099,"South Dakota","Minnehaha",63162,13864,23109,78.6,2021,19,10,"13",10,15,6682,9209,6246,13,7
47001,"Tennessee","Anderson",50973,6327,26041,74.9,2021,36,21,"59",9,26,10513,11912,10854,21,9
47003,"Tennessee","Bedford",50539,5340,25053,74.9,2021,35,46,"35",63,36,9846,10942,10185,25,9
47009,"Tennessee","Blount",59368,10619,40140,77,2021,10,10,"14",10,9,8763,8565,9084,20,8
47011,"Tennessee","Bradley",52534,10488,32630,76.6,2021,16,26,"9",43,16,8450,10329,8587,22,9
47037,"Tennessee","Davidson",63846,73401,21382,77,2021,8,9,"11",19,11,8539,11719,7721,19,9
47043,"Tennessee","Dickson",59126,5072,33650,74.8,2021,27,18,"47",42,17,10257,14933,10042,22,8
47045,"Tennessee","Dyer",48770,2937,16432,73.1,2021,82,73,"78",79,67,11637,16072,11137,24,11
47047,"Tennessee","Fayette",67345,2772,30363,78.1,2021,20,24,"12",25,22,8600,13059,6877,21,10
47053,"Tennessee","Gibson",46384,3864,23706,74.1,2021,44,34,"54",22,35,10452,15163,9556,24,9
47063,"Tennessee","Hamblen",46842,6764,13680,75.1,2021,46,50,"41",50,45,10029,15771,10277,25,8
47065,"Tennessee","Hamilton",57802,31498,33721,77.3,2021,18,8,"10",6,13,8534,12090,7987,20,10
47069,"Tennessee","Hardeman",40989,1803,21859,74.9,2021,79,82,"33",48,86,9794,10539,8956,30,12
47075,"Tennessee","Haywood",38950,1420,8908,73.5,2021,90,85,"88",62,85,12640,14906,10724,29,12
47093,"Tennessee","Knox",60316,35532,47205,76.3,2021,13,2,"24",2,5,9209,14474,8974,19,8
47095,"Tennessee","Lake",34059,412,7832,72.4,2021,86,95,"82",87,95,11872,9473,13494,30,10
47097,"Tennessee","Lauderdale",43545,2223,16317,73.4,2021,87,94,"68",84,90,10958,10908,11588,30,11
47107,"Tennessee","McMinn",49836,4826,31538,74.4,2021,60,38,"72",36,41,11206,14893,11346,24,9
47113,"Tennessee","Madison",50401,7824,25386,75.7,2021,47,20,"40",5,43,10019,12681,8625,24,10
47119,"Tennessee","Maury",66434,7014,33672,76,2021,14,6,"13",4,7,8652,10812,8610,21,9
47125,"Tennessee","Montgomery",57606,14167,34022,75.6,2021,12,14,"18",13,12,8999,11410,8912,21,8
47131,"Tennessee","Obion",44061,2443,19588,75.5,2021,50,61,"21",34,61,9150,13206,8863,27,9
47147,"Tennessee","Robertson",65790,6388,35289,75.9,2021,9,16,"15",41,10,8769,13619,8719,20,8
47149,"Tennessee","Rutherford",69614,25442,44699,77.6,2021,4,3,"4",12,3,7311,8746,7335,19,9
47157,"Tennessee","Shelby",52659,95082,25601,75.5,2021,69,42,"63",37,69,10577,13145,7827,23,12
47163,"Tennessee","Sullivan",51303,13179,40086,75.7,2021,28,17,"31",7,25,9723,14336,9783,22,8
47165,"Tennessee","Sumner",69391,13842,44792,78,2021,3,5,"3",23,4,7296,9243,7319,18,8
47167,"Tennessee","Tipton",61436,5047,33671,75.4,2021,24,27,"23",46,23,9191,11845,8904,22,9
47179,"Tennessee","Washington",51879,9898,32493,75.5,2021,21,7,"30",3,15,9691,12186,9730,20,8
47183,"Tennessee","Weakley",42506,2943,23466,75.9,2021,15,30,"20",54,31,9101,14916,8906,24,7
47187,"Tennessee","Williamson",119637,10181,35512,81.7,2021,1,1,"1",1,1,4273,6690,4395,12,6
47189,"Tennessee","Wilson",80080,9671,43850,78.3,2021,2,4,"2",11,2,7276,10060,7136,17,9
48001,"Texas","Anderson",48461,6023,39204,73.3,2021,201,190,"229",92,149,11034,12939,10790,24,7
48005,"Texas","Angelina",51750,12575,37383,76.3,2021,179,150,"144",44,139,8689,13503,8442,25,9
48021,"Texas","Bastrop",62627,12757,47360,78.3,2021,57,145,"58",99,129,7492,7730,8787,22,8
48027,"Texas","Bell",54831,40560,47113,78.2,2021,62,50,"56",24,62,7426,9639,7743,20,9
48029,"Texas","Bexar",58956,264129,77835,78.9,2021,53,25,"39",16,100,6970,9858,7119,22,9
48037,"Texas","Bowie",51207,9457,32791,75.3,2021,197,170,"184",22,177,9573,12804,8848,21,10
48039,"Texas","Brazoria",83704,42099,70552,79.4,2021,17,39,"19",43,36,6092,6938,7254,18,8
48041,"Texas","Brazos",54471,27612,23506,81,2021,10,16,"8",10,43,4907,9715,4442,19,8
48051,"Texas","Burleson",61745,2460,13175,77.4,2021,87,160,"59",113,89,7508,13643,7197,21,9
48067,"Texas","Cass",44529,3280,22547,75.5,2021,200,210,"213",87,168,10331,15468,9694,22,8
48071,"Texas","Chambers",93351,4485,16046,78.2,2021,39,105,"50",186,70,7206,11504,7783,19,8
48073,"Texas","Cherokee",46576,7487,32057,75.9,2021,177,208,"187",107,179,9686,12413,10607,25,8
48085,"Texas","Collin",96847,91532,41016,82.7,2021,1,1,"1",1,3,4089,5552,4455,14,8
48089,"Texas","Colorado",55607,2865,13070,77.5,2021,139,70,"154",167,83,8982,16219,7184,22,9
48099,"Texas","Coryell",53083,7162,14643,77.3,2021,71,73,"42",59,55,7110,6111,8308,21,9
48113,"Texas","Dallas",61807,461559,16300,79.1,2021,44,62,"36",40,123,6802,10711,6812,23,9
48121,"Texas","Denton",90910,83386,45759,82,2021,4,5,"4",11,4,4268,5346,4749,14,7
48123,"Texas","DeWitt",52544,2196,9973,76.1,2021,137,127,"143",124,128,8665,17544,7910,24,8
48135,"Texas","Ector",65564,24498,12966,74.9,2021,169,139,"190",137,122,9731,11969,14287,24,9
48139,"Texas","Ellis",78341,23041,47838,78.6,2021,14,40,"31",49,18,6433,8314,7282,18,7
48141,"Texas","El Paso",48629,149061,17409,80.1,2021,48,122,"21",140,148,6214,8949,8401,27,8
48145,"Texas","Falls",41484,2116,12034,77.7,2021,164,209,"61",208,189,7536,9520,8867,27,10
48157,"Texas","Fort Bend",101361,75326,32405,83,2021,3,3,"2",8,8,4242,6139,4567,15,9
48167,"Texas","Galveston",73214,41375,17915,78,2021,55,77,"57",48,78,7481,12762,7507,19,9
48181,"Texas","Grayson",57439,18310,52159,76.1,2021,120,106,"152",110,41,8948,12901,9444,19,8
48183,"Texas","Gregg",53137,18003,16266,75.5,2021,161,125,"180",28,131,9445,14172,9168,23,8
48185,"Texas","Grimes",51651,3749,18331,76.7,2021,186,204,"155",120,176,8989,11368,8971,25,10
48187,"Texas","Guadalupe",78801,17326,34412,80,2021,21,19,"20",41,19,6143,6197,6269,19,8
48199,"Texas","Hardin",62616,6149,28163,75.9,2021,159,148,"182",66,97,9471,24055,8763,19,9
48201,"Texas","Harris",61638,789149,49653,79.9,2021,30,90,"30",61,160,6391,10743,6556,22,9
48203,"Texas","Harrison",55171,8302,36789,76.5,2021,162,198,"189",71,174,9714,15039,9433,22,8
48209,"Texas","Hays",72890,28256,49822,80.7,2021,8,12,"7",26,13,4886,8427,5030,18,7
48213,"Texas","Henderson",49896,12011,47206,74.9,2021,202,200,"222",88,170,10723,16387,11382,22,8
48217,"Texas","Hill",53210,5426,26761,76.4,2021,141,142,"164",148,82,9112,14780,10045,22,8
48225,"Texas","Houston",43601,2776,17440,76.6,2021,216,205,"192",157,147,9750,10543,10961,27,9
48231,"Texas","Hunt",57513,13225,48776,76.4,2021,142,172,"147",125,103,8805,16945,8849,22,8
48241,"Texas","Jasper",47252,3905,27920,74.9,2021,227,229,"225",57,230,10795,14404,10495,23,9
48245,"Texas","Jefferson",55173,35700,21196,76.2,2021,178,213,"177",55,223,9409,13034,9604,24,10
48251,"Texas","Johnson",66538,22624,57165,77.1,2021,52,102,"72",69,51,7766,8390,8577,20,7
48257,"Texas","Kaufman",75009,16638,50453,76.6,2021,76,69,"70",46,40,7757,10688,8431,20,8
48277,"Texas","Lamar",47061,6921,23444,74.8,2021,215,174,"219",54,144,10617,13688,10482,22,9
48291,"Texas","Liberty",53274,12593,47827,74.1,2021,212,223,"210",197,202,10282,9770,11985,25,9
48293,"Texas","Limestone",43644,3208,12538,75.5,2021,231,207,"216",129,167,10407,12020,12551,25,10
48303,"Texas","Lubbock",54733,34738,31607,76.4,2021,123,43,"139",12,108,8522,16137,7728,21,9
48309,"Texas","McLennan",51078,32666,54855,77.8,2021,102,85,"69",18,104,7731,12753,7260,22,8
48321,"Texas","Matagorda",49276,5234,13366,75.9,2021,163,214,"173",155,215,9337,12700,11963,26,8
48329,"Texas","Midland",85811,19605,16824,78.7,2021,27,15,"52",25,16,7223,13193,7922,19,8
48331,"Texas","Milam",48989,3133,13909,76.7,2021,157,220,"181",179,206,9454,16060,9475,24,7
48339,"Texas","Montgomery",88833,74236,103571,79.7,2021,9,24,"18",35,28,6071,8459,6615,16,7
48347,"Texas","Nacogdoches",46207,9057,29978,77,2021,127,183,"108",86,155,8458,11455,8956,23,8
48349,"Texas","Navarro",48649,7443,25136,75.6,2021,191,167,"185",94,132,9577,9374,11189,24,9
48351,"Texas","Newton",45890,1688,14445,76.9,2021,222,225,"200",65,231,9981,10856,10005,24,10
48355,"Texas","Nueces",56079,53216,21935,78.4,2021,89,95,"80",30,185,7952,12901,8626,24,9
48361,"Texas","Orange",62976,9501,28783,74.3,2021,208,202,"212",77,157,10299,14333,10525,20,10
48365,"Texas","Panola",56882,2955,17304,75.7,2021,173,171,"178",135,134,9412,12995,9304,22,9
48373,"Texas","Polk",50416,6786,35258,73.7,2021,167,215,"188",45,220,9712,8973,10745,24,7
48375,"Texas","Potter",41138,20260,10892,73.8,2021,228,143,"220",60,180,10643,14190,12646,26,10
48381,"Texas","Randall",70694,12701,17355,79.2,2021,18,9,"35",9,12,6780,9457,7217,16,8
48395,"Texas","Robertson",47016,2371,12276,76.5,2021,203,199,"197",195,173,9945,13862,10361,22,10
48397,"Texas","Rockwall",105763,9519,12562,80.5,2021,6,4,"9",7,1,4923,6579,5165,14,8
48401,"Texas","Rusk",56036,7058,35130,77,2021,100,181,"97",153,115,8248,10869,8075,23,7
48407,"Texas","San Jacinto",42633,4237,26384,77.2,2021,207,232,"195",218,205,9807,14989,9962,24,9
48419,"Texas","Shelby",39708,4327,20214,74.9,2021,214,222,"202",183,212,10117,10429,11539,26,8
48423,"Texas","Smith",59538,34195,66286,78.1,2021,67,46,"66",17,60,7667,10838,8004,21,8
48439,"Texas","Tarrant",70130,293100,23304,79.3,2021,35,32,"26",33,45,6323,8848,6720,21,8
48441,"Texas","Taylor",54465,17085,21085,75.6,2021,140,34,"172",15,52,9300,14299,9250,20,9
48449,"Texas","Titus",49924,5304,16347,76.9,2021,84,177,"65",144,183,7609,15094,9792,26,7
48451,"Texas","Tom Green",54774,13316,17240,77.8,2021,69,33,"63",23,49,7594,11270,8216,21,8
48453,"Texas","Travis",80690,143223,55961,81.9,2021,7,7,"5",4,15,4665,7972,4735,16,8
48457,"Texas","Tyler",48254,2261,17006,75.7,2021,209,235,"223",182,227,10738,13860,10896,22,8
48459,"Texas","Upshur",53078,5698,31172,75.3,2021,175,135,"215",123,116,10394,12490,10883,20,8
48469,"Texas","Victoria",57344,11467,23110,78.2,2021,83,84,"84",32,117,8039,10616,8485,23,8
48471,"Texas","Walker",47519,8209,30933,78.8,2021,43,179,"29",106,178,6379,6393,7015,23,8
48473,"Texas","Waller",61822,8174,26632,79.7,2021,34,155,"24",191,110,6295,10591,6493,23,8
48477,"Texas","Washington",59039,3987,18036,80.2,2021,59,49,"45",27,50,7179,12934,6063,20,8
48481,"Texas","Wharton",49901,6464,20597,77.3,2021,148,144,"89",168,137,8116,12295,7562,25,9
48485,"Texas","Wichita",51535,15060,14027,75.4,2021,165,56,"183",19,75,9500,13004,9526,22,8
48491,"Texas","Williamson",92661,49757,50679,82.1,2021,2,2,"3",3,2,4248,5470,4866,15,7
49011,"Utah","Davis",87610,17065,2818,80.7,2021,4,4,"5",3,2,4984,6931,4988,12,7
49035,"Utah","Salt Lake",79941,96276,9301,79.8,2021,10,10,"10",8,10,6190,9317,6348,16,8
49057,"Utah","Weber",71835,17639,13414,78.5,2021,15,15,"15",6,12,6654,10974,6748,16,8
50007,"Vermont","Chittenden",76483,5348,40680,81.8,2021,2,1,"2",1,1,4994,11633,4815,11,6
51001,"Virginia","Accomack",47335,3595,33164,76.8,2021,95,115,"79",119,114,8645,10384,7880,24,10
51003,"Virginia","Albemarle",86332,6922,44559,82.7,2021,7,7,"5",5,10,4567,7765,4408,14,7
51009,"Virginia","Amherst",56218,2579,20597,78,2021,55,70,"49",103,62,7579,8254,7552,20,8
51011,"Virginia","Appomattox",54609,1273,14973,77.4,2021,75,86,"61",110,70,8097,11412,7208,20,9
51013,"Virginia","Arlington",118986,12590,0,85.9,2021,1,2,"1",10,2,2821,5711,2491,11,7
51019,"Virginia","Bedford",66591,5588,53864,79,2021,32,38,"37",55,29,6754,7611,6929,16,7
51025,"Virginia","Brunswick",43835,1210,13164,74.9,2021,118,128,"116",106,127,11056,11849,10767,26,11
51029,"Virginia","Buckingham",47202,1412,17146,78.8,2021,87,124,"58",129,116,7995,12740,5620,24,10
51031,"Virginia","Campbell",48984,4540,33516,79.1,2021,44,74,"38",89,54,6761,7104,6945,19,8
51033,"Virginia","Caroline",64647,2461,22380,77.5,2021,57,83,"57",104,66,7947,8458,8134,18,9
51037,"Virginia","Charlotte",43001,1177,12586,74.8,2021,116,122,"115",130,115,10929,12719,10375,24,11
51041,"Virginia","Chesterfield",81641,24775,18749,79.2,2021,22,16,"29",17,22,6436,7316,6569,15,8
51047,"Virginia","Culpeper",79739,4485,28911,77.9,2021,41,65,"47",84,46,7539,10265,7531,18,7
51053,"Virginia","Dinwiddie",58474,2273,19939,77.4,2021,82,92,"62",105,76,8137,6635,9215,21,10
51057,"Virginia","Essex",53538,886,8617,75.9,2021,124,88,"119",48,100,11283,12371,11830,22,14
51059,"Virginia","Fairfax",127898,75885,15079,85.6,2021,4,4,"3",14,5,3430,4692,3583,12,7
51061,"Virginia","Fauquier",103827,5055,37489,80.1,2021,12,22,"23",77,11,6233,11166,6248,14,5
51065,"Virginia","Fluvanna",75089,1853,16163,80.1,2021,26,18,"35",27,15,6678,8723,5959,15,8
51067,"Virginia","Franklin",61878,4312,50111,78.4,2021,67,76,"63",51,65,8213,10424,8320,19,8
51081,"Virginia","Greensville",47315,599,10653,74.1,2021,120,117,"99",67,118,9649,9394,9555,28,13
51083,"Virginia","Halifax",42619,2517,27935,75.8,2021,103,109,"105",83,104,10126,11653,9491,22,10
51085,"Virginia","Hanover",90824,5432,39032,79.6,2021,14,10,"21",12,7,6199,10411,5995,13,7
51087,"Virginia","Henrico",68975,24590,13103,79.4,2021,28,17,"31",13,26,6474,7888,6154,15,8
51089,"Virginia","Henry",41908,4911,32881,76.1,2021,107,114,"103",109,96,9968,10269,10361,26,9
51093,"Virginia","Isle of Wight",78749,2256,20240,79.2,2021,38,50,"27",35,39,6293,6749,6332,17,8
51095,"Virginia","James City",92773,3777,10622,81.8,2021,11,8,"11",8,12,5416,9048,4477,13,7
51099,"Virginia","King George",85657,1434,17261,78.6,2021,39,36,"52",107,19,7708,8536,7620,15,8
51107,"Virginia","Loudoun",151806,21773,39354,84.7,2021,2,3,"2",18,4,3174,5115,3440,12,7
51109,"Virginia","Louisa",64135,3281,33153,78,2021,60,64,"64",76,52,8277,11454,8020,19,7
51111,"Virginia","Lunenburg",44860,1131,12914,75.6,2021,126,121,"108",122,108,10332,15623,7439,26,14
51117,"Virginia","Mecklenburg",43128,2258,25465,74.6,2021,114,111,"121",63,110,11316,14863,9755,23,10
51131,"Virginia","Northampton",45235,1053,12389,76.4,2021,101,107,"101",46,123,9899,12349,9695,23,10
51135,"Virginia","Nottoway",45913,1301,8298,75,2021,104,118,"89",116,106,9093,10008,8511,25,11
51137,"Virginia","Orange",71691,2778,19345,77.7,2021,52,56,"65",69,55,8298,9745,8099,18,8
51143,"Virginia","Pittsylvania",51682,5165,54380,76.7,2021,90,98,"97",82,89,9501,12517,8994,22,8
51147,"Virginia","Prince Edward",44586,1745,14771,76.6,2021,92,95,"83",100,97,8677,11581,6799,21,11
51149,"Virginia","Prince George",74518,2101,19078,81,2021,27,49,"17",54,42,5884,4621,7465,18,8
51153,"Virginia","Prince William",106208,42521,16748,82.4,2021,10,28,"6",91,21,4608,6002,4887,16,7
51159,"Virginia","Richmond",49758,608,9254,75.8,2021,105,68,"104",39,72,10077,16464,7487,24,10
51161,"Virginia","Roanoke",71742,5310,17127,79.3,2021,34,14,"36",7,16,6739,7522,7032,16,7
51175,"Virginia","Southampton",62327,1155,18192,78.1,2021,76,85,"55",115,58,7928,9868,6841,20,10
51177,"Virginia","Spotsylvania",90262,10094,39568,79.7,2021,35,42,"40",98,32,6799,7091,7347,16,7
51179,"Virginia","Stafford",109090,8348,25476,80.1,2021,9,20,"10",87,17,5331,5911,5725,14,7
51183,"Virginia","Sussex",45134,784,12087,74.9,2021,117,126,"112",121,124,10577,8769,11954,26,12
51193,"Virginia","Westmoreland",54885,1457,13761,77,2021,89,96,"84",113,99,8740,6420,10743,20,11
51199,"Virginia","York",91535,3580,3993,82.2,2021,6,6,"7",3,8,4779,7000,4617,13,7
51510,"Virginia","Alexandria City",102589,14327,0,84.1,2021,5,9,"4",60,6,3667,5666,2953,13,7
51540,"Virginia","Charlottesville City",58717,3794,0,79.8,2021,23,12,"15",2,43,5763,11558,4443,18,6
51550,"Virginia","Chesapeake City",77361,14337,16948,78.6,2021,36,32,"33",29,38,6639,7743,6414,16,9
51570,"Virginia","Colonial Heights City",57688,1250,0,75,2021,96,75,"109",42,69,10339,14425,10244,19,10
51590,"Virginia","Danville City",36073,3119,1944,72,2021,127,119,"127",40,131,13113,14078,12537,25,13
51620,"Virginia","Franklin City",45433,502,279,70.7,2021,128,113,"129",47,112,14620,16352,11998,25,12
51630,"Virginia","Fredericksburg City",62121,2372,283,77.8,2021,54,72,"54",80,84,7861,9857,7295,18,8
51650,"Virginia","Hampton City",55816,8896,342,76.6,2021,80,67,"85",45,80,8824,9429,8817,19,10
51670,"Virginia","Hopewell City",38293,1987,0,71.1,2021,129,131,"128",123,126,14304,14072,15642,25,13
51680,"Virginia","Lynchburg City",50612,5776,2034,76.3,2021,72,60,"76",41,77,8534,12115,6957,21,8
51683,"Virginia","Manassas City",84405,5069,0,78.4,2021,29,51,"28",96,51,6419,9321,7565,20,7
51690,"Virginia","Martinsville City",37814,939,0,67.9,2021,130,105,"130",93,120,16024,16837,16615,25,12
51700,"Virginia","Newport News City",53022,14119,51,76.8,2021,73,81,"69",59,83,8425,11305,6941,20,10
51710,"Virginia","Norfolk City",52437,20371,0,75.4,2021,99,90,"95",72,98,9410,12658,7775,20,11
51730,"Virginia","Petersburg City",40240,2736,683,67.4,2021,133,132,"133",108,132,19445,18176,28201,28,12
51740,"Virginia","Portsmouth City",50411,7221,0,74.6,2021,111,108,"110",50,117,10363,12093,8790,23,12
51760,"Virginia","Richmond City",50949,22752,0,77.4,2021,102,93,"91",49,109,9173,13315,4971,23,11
51770,"Virginia","Roanoke City",45534,9607,6,74,2021,110,100,"117",66,102,11162,12570,11412,22,10
51790,"Virginia","Staunton City",54296,1654,877,75.4,2021,65,21,"81",19,36,8663,8072,9058,17,9
51800,"Virginia","Suffolk City",77847,5677,18298,78.1,2021,45,45,"44",52,45,7008,8014,6499,18,9
51810,"Virginia","Virginia Beach City",78491,31056,6721,80.5,2021,24,19,"16",34,18,5840,7903,5678,16,8
51840,"Virginia","Winchester City",60254,2844,0,78,2021,49,35,"45",22,60,7110,10506,7276,19,9
53011,"Washington","Clark",80407,25594,58566,80.1,2021,10,10,"10",16,11,5579,8468,5683,16,6
53033,"Washington","King",102338,110135,61938,82.4,2021,2,1,"4",1,1,4540,8637,4415,12,7
53035,"Washington","Kitsap",79268,11206,42044,80.1,2021,13,4,"13",5,5,5774,8958,5680,15,6
53053,"Washington","Pierce",78779,46055,52411,79,2021,19,17,"19",17,16,6453,9381,6229,17,7
53061,"Washington","Snohomish",89119,44971,77179,80.5,2021,6,3,"8",19,2,5351,5914,5735,15,6
53063,"Washington","Spokane",59976,24845,64424,78.6,2021,26,14,"26",3,15,6642,10281,6615,16,7
