"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Year","Health_Outcomes_Rank","Health_Factors_Rank","Length_of_Life_Rank","Clinical_Care_Rank","Socioeconomic_Rank","YPLL_Rate","YPLL_Black","YPLL_White","Percent_Poor_Health","Percent_Low_Birthweight"
13165,"Georgia","Jenkins",32808,930,5513,74.7,2021,124,122,"93",108,141,9873,11109,9810,28,12
13169,"Georgia","Jones",56819,2867,19413,78.3,2021,36,26,"33",34,22,7692,7514,7863,20,8
13171,"Georgia","Lamar",57402,1968,11150,74.7,2021,112,72,"124",77,62,10838,12589,10627,21,12
13175,"Georgia","Laurens",42018,5256,27435,74.1,2021,137,79,"149",14,108,11835,14830,9868,25,11
13177,"Georgia","Lee",72425,2514,10252,76,2021,28,9,"38",5,12,8153,7293,8739,17,9
13179,"Georgia","Liberty",51410,6037,14696,76.1,2021,61,48,"71",36,31,9197,8843,11092,22,9
13183,"Georgia","Long",52051,2550,11765,82.1,2021,26,59,"13",151,35,6638,6618,7739,22,9
13185,"Georgia","Lowndes",46450,14663,29716,76.2,2021,65,46,"68",75,58,8962,11672,7815,22,11
13189,"Georgia","McDuffie",44473,2209,13335,73.3,2021,151,103,"155",25,125,12491,14720,11497,25,12
13191,"Georgia","McIntosh",46682,1667,10651,81.4,2021,97,57,"127",57,72,10963,11735,10856,21,10
13199,"Georgia","Meriwether",43571,2507,18316,74.1,2021,150,142,"154",126,127,12394,14724,11217,25,12
13201,"Georgia","Miller",41769,615,6125,71.3,2021,157,84,"158",135,78,17646,30826,11848,22,10
13205,"Georgia","Mitchell",37383,2543,12809,73.2,2021,144,131,"148",79,143,11707,14318,9744,27,11
13207,"Georgia","Monroe",70488,2657,21200,77.8,2021,58,36,"47",24,39,8417,11649,7799,19,12
13211,"Georgia","Morgan",67089,1875,13467,78.1,2021,27,19,"54",26,23,8508,12801,7803,17,8
13215,"Georgia","Muscogee",47035,20708,5654,74.3,2021,99,53,"122",13,71,10724,13205,8880,21,12
13217,"Georgia","Newton",58222,12988,31231,76.3,2021,55,62,"58",71,52,8671,8680,9300,22,10
13223,"Georgia","Paulding",76580,17683,28540,78.9,2021,8,13,"9",92,8,6270,5723,6772,17,8
13225,"Georgia","Peach",49815,3119,10586,74.6,2021,87,91,"105",95,91,10198,12165,9473,23,10
13233,"Georgia","Polk",47896,5702,21327,73.8,2021,92,102,"120",134,80,10696,18398,10679,23,9
13235,"Georgia","Pulaski",42274,1005,8011,79,2021,96,97,"98",64,92,9955,13429,8077,25,10
13237,"Georgia","Putnam",62282,2679,17175,79.3,2021,31,58,"20",42,77,7079,9071,6589,21,9
13245,"Georgia","Richmond",44810,23018,18483,74.1,2021,129,80,"141",20,114,11403,11718,12490,25,12
13247,"Georgia","Rockdale",60281,10614,12725,77.3,2021,47,39,"42",29,40,8209,8365,9419,21,11
13251,"Georgia","Screven",42331,1531,11517,75.1,2021,93,127,"86",124,132,9711,9629,10293,24,11
13253,"Georgia","Seminole",38618,977,5984,74.3,2021,130,116,"125",146,104,10839,12961,10318,23,13
13255,"Georgia","Spalding",49237,8025,26667,74.7,2021,126,99,"123",60,100,10754,12090,10691,23,13
13257,"Georgia","Stephens",45416,2915,15329,73,2021,91,60,"128",73,66,11054,15209,10794,20,9
13261,"Georgia","Sumter",40250,3458,13713,73.4,2021,143,105,"139",59,129,11395,14055,8411,26,13
13267,"Georgia","Tattnall",41457,2885,17414,75.9,2021,73,129,"53",145,116,8503,9555,8969,26,10
13269,"Georgia","Taylor",28234,921,8906,75.1,2021,120,110,"115",74,95,10554,10399,10483,27,10
13271,"Georgia","Telfair",36264,1466,7753,79.4,2021,102,156,"66",129,157,8950,11146,9553,30,12
13275,"Georgia","Thomas",47978,5238,20581,75.3,2021,75,55,"83",22,53,9662,12594,8091,22,11
13277,"Georgia","Tift",47764,5601,16361,75,2021,84,66,"67",67,73,8956,12488,7885,23,12
13279,"Georgia","Toombs",41442,3583,13899,74.5,2021,122,144,"117",105,130,10565,12016,11038,26,12
13285,"Georgia","Troup",47296,7017,29700,75.7,2021,76,77,"72",52,61,9326,10462,9104,22,11
13287,"Georgia","Turner",35400,910,4441,72.8,2021,136,145,"113",109,142,10494,14027,8904,26,14
13289,"Georgia","Twiggs",44079,969,9023,72.4,2021,159,143,"158",104,145,15383,12742,18444,27,10
13293,"Georgia","Upson",40926,2711,12737,72.8,2021,134,89,"137",106,64,11324,10426,12208,24,12
13295,"Georgia","Walker",47548,7226,30152,75.4,2021,78,61,"91",65,57,9824,11332,9852,21,10
13297,"Georgia","Walton",67007,10199,35734,76.9,2021,33,32,"41",51,26,8188,10876,7638,18,9
13299,"Georgia","Ware",37642,3681,10691,73.7,2021,113,107,"126",86,112,10890,12310,10608,24,10
13303,"Georgia","Washington",41674,1988,13899,76.5,2021,67,85,"48",32,103,8422,9178,7834,26,10
13305,"Georgia","Wayne",47382,3512,17439,73.6,2021,100,98,"121",127,83,10702,14889,10022,24,10
13313,"Georgia","Whitfield",53115,16776,29833,78.1,2021,34,73,"17",113,86,7019,12850,8961,26,8
13317,"Georgia","Wilkes",39716,1272,7136,75.5,2021,104,109,"114",122,117,10523,11619,11003,26,10
13319,"Georgia","Wilkinson",43902,897,9563,75,2021,125,83,"116",46,82,10558,9745,11910,25,13
13321,"Georgia","Worth",43142,2657,14994,74.6,2021,121,108,"118",120,102,10602,13480,9272,23,13
15003,"Hawaii","Honolulu",86946,28312,8225,82.5,2021,2,1,"1",1,1,5629,5960,5126,17,8
16001,"Idaho","Ada",72295,32864,21471,81,2021,3,2,"5",1,5,4834,5096,4910,13,7
17001,"Illinois","Adams",55942,2516,21875,78.3,2021,46,24,"47",11,21,7287,13167,7178,17,8
17019,"Illinois","Champaign",53485,9398,25558,80.5,2021,28,15,"17",24,27,6083,12638,5491,16,9
17031,"Illinois","Cook",69375,401160,2353,79.7,2021,44,53,"36",87,66,6892,13381,5093,18,9
17037,"Illinois","DeKalb",64676,5032,21353,79.4,2021,20,22,"13",47,20,5997,11648,5674,16,7
17043,"Illinois","DuPage",96354,43132,436,82.5,2021,1,1,"3",1,2,4320,7237,4715,12,7
17077,"Illinois","Jackson",37308,3394,22381,78.2,2021,83,66,"69",44,70,8248,11495,8293,19,9
17081,"Illinois","Jefferson",50531,1656,22819,76,2021,91,85,"86",40,86,8953,15946,8264,19,9
17089,"Illinois","Kane",84311,39361,18335,81.6,2021,7,21,"6",91,54,4957,9729,5302,16,7
17091,"Illinois","Kankakee",60763,5112,27746,77,2021,87,84,"79",66,82,8534,14966,7451,19,9
17093,"Illinois","Kendall",105586,5838,11955,81.9,2021,2,4,"2",19,3,4309,6863,4125,14,7
17095,"Illinois","Knox",43404,2125,12870,77.3,2021,60,83,"48",20,90,7315,10578,7180,20,8
17097,"Illinois","Lake",92638,38271,8915,81.6,2021,5,8,"5",14,18,4860,11139,4745,14,8
17099,"Illinois","LaSalle",59528,4867,34422,76.9,2021,59,74,"78",34,79,8513,11269,9026,18,7
17113,"Illinois","McLean",69230,6723,27974,80,2021,13,6,"12",2,9,5884,10509,5756,14,8
17115,"Illinois","Macon",52259,4143,16905,77.3,2021,89,73,"73",18,85,8398,11635,7599,18,10
17119,"Illinois","Madison",66591,11698,35924,76.5,2021,72,59,"82",32,26,8831,13709,8588,16,8
17143,"Illinois","Peoria",57717,8936,27313,77.4,2021,79,48,"80",7,80,8579,15737,7311,17,10
17161,"Illinois","Rock Island",57772,6854,16112,78.1,2021,43,70,"45",22,81,7257,11685,7083,18,8
17163,"Illinois","St. Clair",57726,11833,26343,76.3,2021,94,80,"93",59,74,9679,14709,7714,19,10
17167,"Illinois","Sangamon",61768,7706,27895,78,2021,65,20,"54",5,51,7492,12204,6891,16,10
17177,"Illinois","Stephenson",51786,1855,19129,79.1,2021,50,68,"39",42,56,6942,11598,6289,17,9
17183,"Illinois","Vermilion",46295,3510,25513,74.9,2021,99,100,"96",93,98,10624,18087,9335,21,11
17197,"Illinois","Will",90249,31586,26624,79.8,2021,9,12,"11",48,11,5866,8968,6046,15,8
17201,"Illinois","Winnebago",59510,16209,23368,76.7,2021,90,91,"91",52,99,9314,15077,9026,19,9
18003,"Indiana","Allen",56838,25843,42212,77.2,2021,49,28,"43",41,32,8161,14159,7479,19,9
18019,"Indiana","Clark",59441,7324,22614,75.3,2021,62,41,"66",54,46,9430,11311,9840,19,8
18035,"Indiana","Delaware",45912,7210,26843,74.8,2021,86,61,"81",20,78,10682,15502,10527,21,9
18039,"Indiana","Elkhart",55782,19460,40672,78.7,2021,27,52,"25",63,57,7177,13094,7215,21,7
18043,"Indiana","Floyd",64614,4042,15160,76.2,2021,44,20,"49",12,34,8452,13914,8393,17,9
18053,"Indiana","Grant",47509,3509,20257,74.5,2021,88,69,"85",47,77,11110,16017,11169,21,10
18057,"Indiana","Hamilton",107710,12599,15473,82,2021,1,1,"1",1,1,4193,5514,4333,12,7
18063,"Indiana","Hendricks",85827,7593,25958,79.6,2021,2,3,"2",5,2,5288,4525,5556,14,6
18067,"Indiana","Howard",54048,4406,17821,74.5,2021,82,71,"87",15,76,11282,15903,11062,20,8
18081,"Indiana","Johnson",74427,8636,19407,78.2,2021,6,9,"12",13,7,6506,7377,6800,16,7
18089,"Indiana","Lake",57280,29945,19682,76.3,2021,75,88,"65",79,90,9390,14197,8485,23,9
18091,"Indiana","LaPorte",56427,6440,39713,76.3,2021,69,85,"60",62,89,9039,10961,9289,22,9
18095,"Indiana","Madison",54145,7602,30393,75.7,2021,78,70,"71",36,73,9538,12058,9459,21,9
18097,"Indiana","Marion",50707,80528,5422,76,2021,80,75,"75",30,84,9843,12810,9259,22,9
18105,"Indiana","Monroe",53113,9627,29317,80.5,2021,7,10,"4",7,38,5600,7252,5956,17,7
18127,"Indiana","Porter",74064,9233,34106,78.3,2021,14,19,"18",39,24,6911,9962,6991,17,7
18141,"Indiana","St. Joseph",53881,18411,24028,76.9,2021,55,58,"50",19,71,8466,15059,7707,19,9
18157,"Indiana","Tippecanoe",51228,12641,25055,79.4,2021,11,8,"10",11,23,6318,12810,6585,17,7
18163,"Indiana","Vanderburgh",51603,12086,16474,76.3,2021,70,47,"63",9,58,9139,14533,8610,19,9
18167,"Indiana","Vigo",48082,6848,25623,75.8,2021,67,84,"62",78,88,9109,8524,9651,20,9
18177,"Indiana","Wayne",47885,4603,22777,73.3,2021,89,78,"91",59,82,12777,19187,12634,21,8
19013,"Iowa","Black Hawk",60010,5302,17672,78.4,2021,72,61,"67",12,76,6998,14327,6223,15,7
19057,"Iowa","Des Moines",53547,1296,10781,78.4,2021,82,99,"70",56,97,7182,14925,6738,16,7
19103,"Iowa","Johnson",67295,6508,24261,83.1,2021,7,3,"6",1,17,4274,7787,4340,13,7
19113,"Iowa","Linn",64783,6969,26927,80.5,2021,35,24,"28",14,46,5827,11412,5595,13,7
19153,"Iowa","Polk",67331,21122,21139,79,2021,50,28,"49",10,57,6409,12674,6093,14,7
19163,"Iowa","Scott",65724,6523,22323,79.1,2021,64,62,"60",30,79,6615,12469,6306,13,8
19193,"Iowa","Woodbury",58419,6087,17836,77.5,2021,75,87,"69",84,81,7179,8720,7217,17,7
20045,"Kansas","Douglas",62559,7483,12205,80.4,2021,7,2,"4",3,23,5356,8073,5357,15,7
20061,"Kansas","Geary",58978,1908,4011,75.4,2021,86,87,"91",10,85,9848,11622,9778,18,7
20091,"Kansas","Johnson",91913,31232,20862,81.7,2021,1,1,"1",1,1,4424,6917,4439,11,7
20103,"Kansas","Leavenworth",75840,3741,22154,79.3,2021,13,44,"10",23,49,6217,8595,6093,16,7
20125,"Kansas","Montgomery",44240,2503,15403,74.9,2021,97,101,"97",62,96,10422,19084,10838,20,8
20173,"Kansas","Sedgwick",60014,43288,38168,77.6,2021,71,55,"72",9,89,8081,13094,7649,18,8
20177,"Kansas","Shawnee",59451,11745,28157,76.9,2021,64,47,"82",5,62,8864,16673,7799,16,7
20209,"Kansas","Wyandotte",47292,20748,9549,75.8,2021,104,104,"90",91,104,9684,14598,9276,26,9
21015,"Kentucky","Boone",78806,4076,15769,78.9,2021,2,2,"2",2,2,6765,8681,6860,17,7
21047,"Kentucky","Christian",46390,3057,21118,74.7,2021,65,57,"74",27,58,10460,14266,9781,26,9
21059,"Kentucky","Daviess",52620,4015,26113,76.8,2021,16,10,"15",6,19,8266,9037,8425,21,8
21067,"Kentucky","Fayette",58981,20138,9072,78.6,2021,7,5,"4",12,11,7181,10410,6950,19,9
21073,"Kentucky","Franklin",58917,2347,13580,75.8,2021,36,15,"48",44,14,9523,8517,10246,19,10
21093,"Kentucky","Hardin",57711,3974,36109,77.2,2021,15,14,"16",16,8,8306,8345,8557,22,8
21101,"Kentucky","Henderson",53199,1851,17667,76.1,2021,60,31,"30",28,28,8790,11179,8755,23,11
21107,"Kentucky","Hopkins",48769,1787,22111,74.7,2021,52,32,"50",8,39,9599,8639,9768,24,9
21111,"Kentucky","Jefferson",59025,36044,10176,76.1,2021,34,30,"52",7,46,9656,12810,9185,21,9
21117,"Kentucky","Kenton",68692,7560,11142,76.1,2021,29,9,"49",10,16,9555,13846,9536,20,9
21145,"Kentucky","McCracken",48219,2725,18243,76.6,2021,21,19,"33",4,35,8944,11068,8955,22,9
21151,"Kentucky","Madison",50316,3872,31937,76.2,2021,26,21,"37",19,23,9088,13357,9140,21,9
21227,"Kentucky","Warren",53238,7206,35486,77.4,2021,10,13,"9",39,21,7661,10814,7568,22,9
22001,"Louisiana","Acadia",44728,4551,31936,74.9,2021,34,34,"41",19,35,10312,16091,9256,25,9
22003,"Louisiana","Allen",47111,1461,17886,75.1,2021,22,30,"27",54,29,9788,10849,9557,24,9
22005,"Louisiana","Ascension",83072,6355,14170,79.5,2021,2,2,"2",5,1,7012,8835,6867,18,9
22007,"Louisiana","Assumption",51763,1524,10538,77.1,2021,25,46,"19",30,52,9149,13577,7675,25,11
22009,"Louisiana","Avoyelles",38316,2735,26835,74,2021,51,58,"51",46,51,11220,13834,10378,28,12
22011,"Louisiana","Beauregard",55343,2587,23708,75.7,2021,16,15,"16",50,10,8975,12262,8710,22,9
22013,"Louisiana","Bienville",37198,734,11459,73.8,2021,57,49,"56",34,40,12230,13798,11394,29,14
22015,"Louisiana","Bossier",54080,7520,28475,77.8,2021,6,6,"6",13,5,7491,9167,7081,20,11
22017,"Louisiana","Caddo",45613,14008,36805,74.9,2021,49,19,"49",2,30,10972,13882,8001,25,14
22019,"Louisiana","Calcasieu",53050,13770,39518,75.2,2021,20,11,"31",10,13,9980,13354,8870,21,10
22027,"Louisiana","Claiborne",36497,949,14161,75.5,2021,53,56,"40",57,50,10257,11184,9724,30,16
22029,"Louisiana","Concordia",36276,1246,6966,73.3,2021,60,54,"57",33,55,12465,16000,10322,30,14
22031,"Louisiana","De Soto",47347,2057,20595,76.3,2021,24,42,"18",48,34,9036,11400,7779,26,12
22033,"Louisiana","East Baton Rouge",56303,29320,30266,76.1,2021,19,5,"33",3,11,10041,13186,7676,19,12
22037,"Louisiana","East Feliciana",50041,987,20267,73.4,2021,43,22,"48",17,36,10923,12143,10136,25,11
22039,"Louisiana","Evangeline",35146,2440,20762,73.2,2021,54,53,"55",32,49,12099,14827,11736,29,11
22041,"Louisiana","Franklin",35484,1457,15406,75,2021,46,59,"21",58,59,9381,11296,8283,28,13
22045,"Louisiana","Iberia",47731,5475,20607,74.9,2021,39,36,"37",21,39,10094,14550,8433,25,11
22047,"Louisiana","Iberville",55198,1788,19770,76.1,2021,41,31,"38",16,48,10102,11208,9676,25,13
22049,"Louisiana","Jackson",43232,998,10665,76.4,2021,38,37,"25",45,21,9590,12957,8735,26,11
22051,"Louisiana","Jefferson",55909,39676,4942,77.4,2021,12,7,"12",28,12,8665,11607,8556,21,10
22053,"Louisiana","Jefferson Davis",47988,2335,16018,73.9,2021,31,27,"44",41,19,10567,12791,10187,23,10
22055,"Louisiana","Lafayette",60053,15423,18432,78.6,2021,4,3,"4",1,8,7334,10690,6410,19,9
22057,"Louisiana","Lafourche",54145,7576,23325,77.1,2021,15,18,"14",24,22,8831,14529,7693,23,9
22061,"Louisiana","Lincoln",41608,3523,19011,76.9,2021,17,17,"11",23,18,8655,11037,7456,23,11
22063,"Louisiana","Livingston",63852,9566,52640,76.7,2021,10,14,"15",20,6,8945,12518,8860,19,8
22065,"Louisiana","Madison",32229,574,2714,72,2021,63,62,"60",37,63,12780,16010,7011,34,16
22067,"Louisiana","Morehouse",34922,1708,14000,71.4,2021,62,61,"63",51,61,13952,16741,11166,28,14
22069,"Louisiana","Natchitoches",49536,2610,19803,75.1,2021,48,25,"46",22,26,10810,13518,9141,26,12
22071,"Louisiana","Orleans",45092,28217,2035,77,2021,32,12,"35",14,38,10085,12614,6339,22,12
22073,"Louisiana","Ouachita",43235,10133,37187,75,2021,37,28,"34",12,42,10051,13266,8241,24,12
22075,"Louisiana","Plaquemines",60795,1816,4502,77.6,2021,7,13,"8",40,7,8110,9524,8596,22,9
22077,"Louisiana","Pointe Coupee",48011,1453,13182,76.2,2021,26,40,"32",27,46,9999,11819,9299,24,10
22079,"Louisiana","Rapides",49687,8844,52023,74.4,2021,45,16,"47",9,20,10835,14975,9426,23,11
22081,"Louisiana","Red River",39806,514,9091,73.3,2021,58,50,"62",59,47,13681,17937,11889,27,11
22083,"Louisiana","Richland",39586,1340,13688,74.2,2021,55,48,"52",44,58,11560,14796,9800,28,14
22085,"Louisiana","Sabine",45486,1941,21373,76,2021,27,44,"28",61,15,9907,14118,10181,24,9
22087,"Louisiana","St. Bernard",45806,3833,1527,75.4,2021,44,32,"50",49,25,11111,10916,12086,25,10
22089,"Louisiana","St. Charles",71579,2738,6064,77.6,2021,5,4,"5",7,3,7431,9212,6431,18,10
22091,"Louisiana","St. Helena",43376,790,11203,74.8,2021,50,51,"53",62,56,11619,11783,12501,28,11
22093,"Louisiana","St. James",57250,1024,6123,76.6,2021,35,21,"39",11,31,10123,12618,8099,23,12
22095,"Louisiana","St. John the Baptist",54944,2616,6175,74.6,2021,36,20,"43",15,24,10467,11684,9855,23,12
22097,"Louisiana","St. Landry",39599,6129,40168,72.7,2021,56,47,"61",18,54,12818,16105,10771,28,11
22099,"Louisiana","St. Martin",47247,3824,25856,76.3,2021,18,24,"22",25,27,9402,12214,8448,23,9
22101,"Louisiana","St. Mary",40918,3819,7126,75.4,2021,40,41,"29",31,43,9924,13168,8820,27,10
22103,"Louisiana","St. Tammany",71526,15452,54270,78.3,2021,1,1,"3",6,2,7237,9076,7139,16,9
22105,"Louisiana","Tangipahoa",47860,8859,49564,75.2,2021,29,35,"30",35,41,9955,12651,9322,23,11
22109,"Louisiana","Terrebonne",51719,10066,23075,75.4,2021,30,33,"36",43,33,10094,14842,9402,25,9
22111,"Louisiana","Union",44617,1432,18838,76,2021,23,38,"23",42,32,9553,13639,8116,23,11
22113,"Louisiana","Vermilion",50193,4958,31680,77.1,2021,13,23,"7",38,23,7910,12838,7161,23,10
22115,"Louisiana","Vernon",51652,2970,26113,75.1,2021,9,26,"20",52,14,9176,12217,9385,21,7
22117,"Louisiana","Washington",35505,3208,31449,72.1,2021,61,55,"64",47,57,14398,14781,14655,27,12
22119,"Louisiana","Webster",38386,2557,21857,74.1,2021,52,43,"54",29,37,11687,13219,11005,27,12
22121,"Louisiana","West Baton Rouge",65344,1326,7246,78.7,2021,11,8,"10",8,9,8218,10804,6813,21,11
22125,"Louisiana","West Feliciana",65296,481,15625,77.7,2021,8,9,"17",4,17,8979,9162,8929,21,9
22127,"Louisiana","Winn",43166,753,9937,74.9,2021,33,45,"26",39,44,9740,7658,11599,25,11
23001,"Maine","Androscoggin",58958,7373,46707,77.1,2021,12,10,"12",7,9,7751,11159,7554,18,8
23005,"Maine","Cumberland",75254,17311,101680,80.2,2021,1,1,"1",1,1,5583,7314,5572,12,7
24001,"Maryland","Allegany",48170,2442,20463,76.7,2021,21,19,"18",13,18,8602,7760,9242,20,9
24003,"Maryland","Anne Arundel",100916,20179,28518,79.3,2021,7,7,"6",9,7,6793,7685,7046,13,8
24005,"Maryland","Baltimore",76972,36295,52599,78.1,2021,16,10,"16",12,12,8127,9580,8132,17,9
24009,"Maryland","Calvert",111056,2495,34350,79.5,2021,5,4,"8",8,3,6842,7303,7068,13,7
24011,"Maryland","Caroline",60143,1946,25130,76.8,2021,17,21,"17",23,19,8336,9394,8337,21,7
24013,"Maryland","Carroll",101810,5060,66028,78.6,2021,4,6,"5",10,2,6753,8828,6987,13,7
24015,"Maryland","Cecil",75307,3922,42569,75.7,2021,20,15,"22",16,15,9841,11852,9993,17,8
24017,"Maryland","Charles",102510,5566,43238,78.6,2021,12,12,"13",19,9,7310,7374,8145,15,9
24019,"Maryland","Dorchester",48709,1587,18338,75.6,2021,23,22,"23",14,22,10435,15584,9091,21,10
24021,"Maryland","Frederick",102951,10397,58831,80.6,2021,3,3,"3",11,4,5645,7521,5815,13,7
24025,"Maryland","Harford",91492,8585,43474,79,2021,10,5,"9",4,8,6854,8434,6888,16,7
24027,"Maryland","Howard",121329,9854,26560,83.2,2021,2,1,"2",1,1,4244,6657,3997,11,8
24031,"Maryland","Montgomery",110012,61782,23165,84.6,2021,1,2,"1",3,5,4065,5897,4153,12,7
24033,"Maryland","Prince George's",85357,76941,16981,79.6,2021,13,16,"7",24,13,6828,7905,6301,18,9
24035,"Maryland","Queen Anne's",101350,1822,26044,79.8,2021,6,9,"4",7,6,6647,11885,6394,13,7
24037,"Maryland","St. Mary's",89123,4356,53015,78.7,2021,8,13,"10",20,10,6877,9566,6821,16,7
24039,"Maryland","Somerset",38731,1072,12121,75.5,2021,22,24,"21",18,23,9586,9128,11612,24,9
24041,"Maryland","Talbot",75714,1660,20650,80.4,2021,9,8,"12",2,11,7284,10080,7101,14,7
24043,"Maryland","Washington",59785,6341,43477,76.8,2021,18,18,"20",15,17,8849,11732,8885,18,9
24045,"Maryland","Wicomico",54351,5755,25479,76.7,2021,19,20,"19",17,20,8637,10726,8354,18,9
24047,"Maryland","Worcester",65821,2287,18280,79.7,2021,11,17,"14",6,21,7443,10071,7036,16,6
24510,"Maryland","Baltimore City",49780,33750,0,72.8,2021,24,23,"24",22,24,13830,16833,9977,21,12
25001,"Massachusetts","Barnstable",82686,5067,16155,79.7,2021,9,5,"11",4,10,7072,6719,7144,13,7
25003,"Massachusetts","Berkshire",58805,2909,41457,78.2,2021,13,11,"14",5,11,8223,15952,8168,15,8
25005,"Massachusetts","Bristol",69857,15564,53920,78.7,2021,12,13,"12",13,13,7181,6317,7134,16,8
25009,"Massachusetts","Essex",83253,22548,31540,80.2,2021,8,9,"7",10,9,5943,6661,6231,15,8
25013,"Massachusetts","Hampden",59918,13151,39725,78.2,2021,14,14,"13",12,14,7737,11195,7434,19,8
25017,"Massachusetts","Middlesex",106543,33361,45509,82.4,2021,2,2,"2",3,2,4231,5480,4455,11,7
25021,"Massachusetts","Norfolk",106851,12614,8321,81.9,2021,3,1,"3",2,1,4545,5291,4956,11,7
25023,"Massachusetts","Plymouth",90584,10348,51015,79.8,2021,7,7,"9",7,6,6132,5751,6289,14,7
25025,"Massachusetts","Suffolk",75843,27518,535,81.6,2021,10,12,"5",11,12,5423,7807,5298,18,9
25027,"Massachusetts","Worcester",77795,19045,146856,79.3,2021,11,10,"10",6,7,6420,6327,6488,15,8
26017,"Michigan","Bay",50130,4780,32667,77.2,2021,51,43,"53",62,43,8069,14941,7917,19,7
26021,"Michigan","Berrien",50659,8871,51524,77.8,2021,45,36,"49",32,48,7875,13373,6986,19,8
26025,"Michigan","Calhoun",50205,5633,42174,76.1,2021,67,56,"72",22,55,9084,12908,8928,19,9
26045,"Michigan","Eaton",65891,3874,40918,79.2,2021,12,12,"17",25,8,6175,6639,6096,16,7
26049,"Michigan","Genesee",50554,17525,71342,75.5,2021,80,70,"78",36,64,10130,14796,8847,20,10
26065,"Michigan","Ingham",54704,13423,37096,78.3,2021,34,16,"35",17,24,7338,12573,6790,16,8
26075,"Michigan","Jackson",56001,7031,67021,76.9,2021,49,35,"55",33,35,8177,11256,7765,18,9
26077,"Michigan","Kalamazoo",56739,11732,43926,79.1,2021,27,17,"31",8,16,6816,11725,6179,16,8
26081,"Michigan","Kent",66560,32643,94463,80,2021,15,14,"10",14,15,5741,10593,5272,17,8
26099,"Michigan","Macomb",65051,40712,23592,78,2021,41,25,"43",54,29,7621,10986,7284,17,9
26115,"Michigan","Monroe",64341,5032,57093,77.8,2021,39,28,"51",41,23,7983,10454,7901,17,7
26121,"Michigan","Muskegon",50730,7354,40145,77,2021,73,44,"67",12,44,8533,13064,7388,20,10
26125,"Michigan","Oakland",81257,50909,57553,80.4,2021,7,3,"8",11,6,5627,8755,5400,14,8
26139,"Michigan","Ottawa",69827,12500,53593,81.8,2021,4,2,"2",10,4,4454,7444,4334,15,6
26145,"Michigan","Saginaw",48471,7639,62289,77.2,2021,69,68,"68",27,70,8543,14122,6944,20,10
26147,"Michigan","St. Clair",60208,6671,63008,77,2021,52,41,"59",65,34,8305,13776,8255,19,7
26159,"Michigan","Van Buren",58733,4632,54036,77.8,2021,36,51,"34",58,50,7254,12645,7158,21,7
26161,"Michigan","Washtenaw",76728,14868,56706,81.4,2021,5,1,"5",1,7,5019,9157,4727,14,7
26163,"Michigan","Wayne",50753,89637,12664,75.5,2021,83,83,"81",79,83,10534,14801,8023,24,11
27003,"Minnesota","Anoka",83363,11089,44666,81.5,2021,29,25,"23",55,14,5087,6928,4967,13,6
27037,"Minnesota","Dakota",89075,11879,19652,82.3,2021,9,5,"6",16,8,4314,5717,4199,11,7
27053,"Minnesota","Hennepin",82323,51121,25641,81.3,2021,33,13,"25",14,37,5175,9889,4357,11,7
27109,"Minnesota","Olmsted",80631,4240,23935,82.7,2021,3,1,"9",1,6,4427,8082,4318,11,6
27123,"Minnesota","Ramsey",68652,23762,952,79.9,2021,62,36,"46",35,69,5984,10369,5053,14,8
27137,"Minnesota","St. Louis",60228,6956,74313,79,2021,69,45,"72",13,48,6962,15103,6534,14,7
27139,"Minnesota","Scott",108718,4042,22399,82.9,2021,2,4,"2",29,3,3661,4741,3563,11,6
27145,"Minnesota","Stearns",66449,5704,55637,82.1,2021,27,31,"27",24,39,5231,7231,5041,13,6
27163,"Minnesota","Washington",100857,5867,34454,82.3,2021,6,3,"5",4,2,4265,4214,4393,11,6
28001,"Mississippi","Adams",34583,3519,12023,73.6,2021,60,53,"51",17,67,11856,14946,11061,31,13
28003,"Mississippi","Alcorn",43496,4261,24588,73.6,2021,41,23,"49",42,17,11779,14237,11481,23,11
28005,"Mississippi","Amite",41575,1395,13131,77,2021,24,48,"13",71,51,9465,11837,8128,27,11
28007,"Mississippi","Attala",36905,1934,12581,74.1,2021,48,36,"38",13,58,11022,14762,8055,27,14
28009,"Mississippi","Benton",37875,948,8729,73.5,2021,59,63,"59",62,64,12427,14123,12147,27,11
28011,"Mississippi","Bolivar",30309,3684,18423,71.5,2021,68,61,"67",54,65,13397,15236,10246,30,14
28013,"Mississippi","Calhoun",38648,1940,14962,75.4,2021,38,56,"31",66,37,10794,13862,9649,27,12
28017,"Mississippi","Chickasaw",37533,2116,14835,74.4,2021,56,51,"52",32,53,11860,13035,11817,29,13
28019,"Mississippi","Choctaw",41146,789,8547,73.9,2021,42,33,"60",24,33,12555,18305,10366,24,11
28023,"Mississippi","Clarke",42826,1727,16732,74,2021,43,34,"44",49,43,11519,16178,8883,24,13
28025,"Mississippi","Clay",33653,2107,11461,76.6,2021,13,42,"6",19,49,8220,9164,7097,27,14
28027,"Mississippi","Coahoma",30242,2428,8368,70.3,2021,81,69,"81",41,69,16184,17413,13384,33,18
28029,"Mississippi","Copiah",42299,3248,19312,75.7,2021,39,55,"21",36,52,9958,10602,9691,27,15
