"FIPS","State","County","Median.Household.Income","X..Uninsured","X..Rural","Life.Expectancy","Life.Expectancy..Black.","Life.Expectancy..White.","Year"
33013,"New Hampshire","Merrimack",75800,7551,79978,79.7,79.4,79.6,2021
33015,"New Hampshire","Rockingham",91416,13287,73505,80.9,80.5,80.7,2021
33017,"New Hampshire","Strafford",71486,6895,39900,78,80.6,77.7,2021
34001,"New Jersey","Atlantic",62678,18147,34905,77.3,72.4,76.9,2021
34003,"New Jersey","Bergen",107971,60415,919,83.2,80.3,81.9,2021
34005,"New Jersey","Burlington",88443,17002,29900,79.6,77.7,79.2,2021
34007,"New Jersey","Camden",73168,30413,8308,77.2,73.2,77.5,2021
34009,"New Jersey","Cape May",66565,4719,16977,77.1,73.4,77,2021
34011,"New Jersey","Cumberland",54179,11238,36129,75.3,73.4,74.7,2021
34013,"New Jersey","Essex",64522,69026,114,79.8,75.6,82.1,2021
34015,"New Jersey","Gloucester",87996,11212,24060,77.6,74.7,77.4,2021
34017,"New Jersey","Hudson",77738,69294,0,82.6,75.8,79.5,2021
34019,"New Jersey","Hunterdon",117275,3499,63622,83.5,89.8,83.4,2021
34021,"New Jersey","Mercer",79475,24402,12764,80.6,74.9,80.9,2021
34023,"New Jersey","Middlesex",92770,47932,5461,81.7,80,79.4,2021
34025,"New Jersey","Monmouth",102579,30020,23510,80.6,75.8,80.4,2021
34027,"New Jersey","Morris",116328,18473,33324,82.6,79.5,81.9,2021
34029,"New Jersey","Ocean",75627,31103,16711,79.1,76.5,78.8,2021
34031,"New Jersey","Passaic",76039,50889,12080,80.6,74,79.7,2021
34033,"New Jersey","Salem",68146,3138,29936,75.8,70.1,76.4,2021
34035,"New Jersey","Somerset",112722,13385,18736,82.6,79,81.6,2021
34037,"New Jersey","Sussex",100281,5853,59482,79.2,76.6,78.8,2021
34039,"New Jersey","Union",79953,47516,0,81.6,78,81.3,2021
34041,"New Jersey","Warren",83998,5382,40830,79.8,80.5,79.3,2021
35001,"New Mexico","Bernalillo",56148,53708,27798,78.4,74.6,79.3,2021
35009,"New Mexico","Curry",45623,3917,6806,76.5,71.1,77,2021
35013,"New Mexico","Dona Ana",43618,19496,40362,80,77.8,78.7,2021
35025,"New Mexico","Lea",63012,6246,13613,75.6,71.9,73.3,2021
35035,"New Mexico","Otero",43135,5413,18880,78.1,76.9,77.8,2021
35043,"New Mexico","Sandoval",71118,10835,22442,79,83.5,79.9,2021
36001,"New York","Albany",69408,9023,29496,79.9,76.1,80.4,2021
36005,"New York","Bronx",41470,97537,39,80.9,79,79.1,2021
36007,"New York","Broome",52179,6860,52270,78.6,75,78.7,2021
36011,"New York","Cayuga",58055,2448,44640,79.8,84.7,79.8,2021
36013,"New York","Chautauqua",50143,4659,59173,78,73.7,78.2,2021
36015,"New York","Chemung",58400,2362,21478,76.5,74.3,76.5,2021
36019,"New York","Clinton",59069,2733,52690,79.4,82.2,79.2,2021
36021,"New York","Columbia",71563,2318,46248,79.9,77.7,79.8,2021
36027,"New York","Dutchess",84564,10523,75560,80.7,79,80.3,2021
36029,"New York","Erie",60620,29091,86425,78.7,74,79.4,2021
36033,"New York","Franklin",48943,2177,32340,79.2,90.3,78.7,2021
36037,"New York","Genesee",62570,1801,35979,78.1,74.8,78.3,2021
36039,"New York","Greene",54746,1710,36001,78.4,76.8,78.3,2021
36045,"New York","Jefferson",53829,3729,55847,78,89.1,77.7,2021
36047,"New York","Kings",66501,158551,37,82.9,81.4,83.8,2021
36051,"New York","Livingston",60268,1850,35739,79.6,82.3,79.4,2021
36055,"New York","Monroe",62159,22443,48010,79.8,74.5,80.7,2021
36059,"New York","Nassau",117767,45814,2575,83.1,81.2,82.7,2021
36061,"New York","New York",93007,74259,0,85.3,77.1,87.6,2021
36063,"New York","Niagara",56371,6646,48577,78.1,72.3,78.6,2021
36065,"New York","Oneida",56516,7636,77472,78.2,74,78.4,2021
36067,"New York","Onondaga",61597,15538,58787,79.7,74.6,80.3,2021
36069,"New York","Ontario",66754,3202,51233,80,78.3,80,2021
36071,"New York","Orange",83188,15091,83289,80.5,78.8,79.9,2021
36073,"New York","Orleans",53115,1455,26107,77.6,81.9,77,2021
36079,"New York","Putnam",105600,3020,20490,82.8,84.6,82.4,2021
36081,"New York","Queens",72975,178021,0,84.1,81.5,82.2,2021
36083,"New York","Rensselaer",70688,4847,48645,79.2,74.4,79.6,2021
36085,"New York","Richmond",86624,18611,0,81,82.1,81.2,2021
36087,"New York","Rockland",99831,12210,2236,83.2,83.2,82.5,2021
36089,"New York","St. Lawrence",51742,3765,69396,78.9,85.8,78.8,2021
36091,"New York","Saratoga",89071,6683,65798,81.3,83.1,81,2021
36093,"New York","Schenectady",64960,5310,12620,79.1,75.7,79.2,2021
36099,"New York","Seneca",51064,1159,20677,77.9,74,77.9,2021
36101,"New York","Steuben",53167,3497,59761,78.8,84.8,78.6,2021
36103,"New York","Suffolk",105241,53775,38844,80.9,78.1,80.6,2021
36105,"New York","Sullivan",58851,3182,57513,78.3,79.1,77.4,2021
36109,"New York","Tompkins",59176,3231,44021,81,77.8,80.5,2021
36111,"New York","Ulster",64090,7441,84020,80.2,78.7,79.9,2021
36115,"New York","Washington",56897,2205,42923,78.7,84.4,78.4,2021
36117,"New York","Wayne",61989,3090,56917,79,77.3,78.9,2021
36119,"New York","Westchester",101741,40536,31069,83.6,80.7,83.5,2021
36121,"New York","Wyoming",58214,1229,27014,79.2,85,78.8,2021
37001,"North Carolina","Alamance",57963,16236,43160,77.3,74.5,77.3,2021
37003,"North Carolina","Alexander",54960,3221,27072,77.1,73.8,77.2,2021
37007,"North Carolina","Anson",40826,2221,21157,74.3,74,74.8,2021
37013,"North Carolina","Beaufort",49410,4106,31330,76.1,73.8,76.5,2021
37015,"North Carolina","Bertie",37899,1537,17716,76.8,76.1,78.1,2021
37017,"North Carolina","Bladen",42260,4108,32105,75.7,73,76.2,2021
37019,"North Carolina","Brunswick",63712,11416,46153,78.9,76.7,78.7,2021
37021,"North Carolina","Buncombe",55448,22962,57386,78.7,74.8,78.7,2021
37023,"North Carolina","Burke",47890,8671,38776,76.7,74.9,76.4,2021
37025,"North Carolina","Cabarrus",72071,17365,34273,78.6,76.7,78.3,2021
37027,"North Carolina","Caldwell",48512,8648,28585,76,73.7,76,2021
37031,"North Carolina","Carteret",60058,6171,21671,77.8,76.7,77.5,2021
37033,"North Carolina","Caswell",51240,1927,23528,75.8,76.1,75.6,2021
37035,"North Carolina","Catawba",53688,15166,46763,77,73.4,77,2021
37037,"North Carolina","Chatham",70258,6438,41864,81.1,76,81.5,2021
37041,"North Carolina","Chowan",47126,1095,10003,75.1,73.1,76,2021
37045,"North Carolina","Cleveland",46012,9084,54718,74.6,72.6,74.8,2021
37047,"North Carolina","Columbus",39531,5832,46824,74.4,73.1,74.4,2021
37049,"North Carolina","Craven",53372,7932,28680,76.6,73.2,76.8,2021
37051,"North Carolina","Cumberland",46599,27066,42702,76.4,75.4,75.9,2021
37057,"North Carolina","Davidson",53924,17094,77179,76.4,75.5,76.3,2021
37059,"North Carolina","Davie",63828,3840,28987,78.9,75.1,78.9,2021
37061,"North Carolina","Duplin",44929,8621,50586,79.5,76.6,79.3,2021
37063,"North Carolina","Durham",65541,29828,15059,80.3,77,81.8,2021
37065,"North Carolina","Edgecombe",40784,4706,25622,73.3,72.9,74,2021
37067,"North Carolina","Forsyth",53054,35938,25762,77.9,74.6,78.7,2021
37069,"North Carolina","Franklin",57371,6765,51719,77.6,75.3,78.1,2021
37071,"North Carolina","Gaston",56542,20595,40491,75.6,74.4,75.5,2021
37073,"North Carolina","Gates",54204,873,12197,74.6,73.5,74.5,2021
37077,"North Carolina","Granville",54300,5179,32804,78.2,77.1,78.1,2021
37079,"North Carolina","Greene",44648,2590,21362,77.3,75.4,76.9,2021
37081,"North Carolina","Guilford",55820,44693,62000,78.1,75.6,78.7,2021
37083,"North Carolina","Halifax",38727,4578,29919,74.5,73.7,74.9,2021
37085,"North Carolina","Harnett",55619,14253,64129,76.9,74.6,76.9,2021
37089,"North Carolina","Henderson",61651,11255,35513,79.5,76.8,79.1,2021
37091,"North Carolina","Hertford",42374,1845,16932,76.8,77.1,75.8,2021
37093,"North Carolina","Hoke",48420,6649,20260,76.1,74.5,77.1,2021
37097,"North Carolina","Iredell",68308,15772,60446,77.9,74.3,77.9,2021
37101,"North Carolina","Johnston",62835,20754,87879,78.1,77,78,2021
37103,"North Carolina","Jones",46275,1042,10153,75.9,76.2,75.7,2021
37105,"North Carolina","Lee",53114,7239,24746,76.5,70.8,77.1,2021
37107,"North Carolina","Lenoir",39947,5668,26776,74.6,73.6,74.6,2021
37109,"North Carolina","Lincoln",70479,7617,42696,77.6,74.5,77.3,2021
37111,"North Carolina","McDowell",46370,4446,31633,77,77.8,76.6,2021
37117,"North Carolina","Martin",39413,1828,19144,75.3,74.1,75.7,2021
37119,"North Carolina","Mecklenburg",69455,110983,9798,80.6,77,81.7,2021
37123,"North Carolina","Montgomery",46497,2804,21359,76.5,72.7,76.4,2021
37125,"North Carolina","Moore",63942,7693,44704,79.5,75.7,79.7,2021
37127,"North Carolina","Nash",50902,8015,45584,75.3,75.1,75.1,2021
37129,"North Carolina","New Hanover",57252,19603,4489,79.5,74.9,80,2021
37131,"North Carolina","Northampton",39777,1561,19749,77.7,76,80.2,2021
37133,"North Carolina","Onslow",50645,14046,46841,76.8,76.1,76.2,2021
37135,"North Carolina","Orange",74314,10958,38176,82.3,76,82.6,2021
37137,"North Carolina","Pamlico",52522,969,13144,76.7,75,75.9,2021
37139,"North Carolina","Pasquotank",51245,3190,16801,76.1,75.4,75.7,2021
37141,"North Carolina","Pender",60405,5714,35902,77.3,73.6,77.7,2021
37143,"North Carolina","Perquimans",50804,1158,13453,78.9,77.3,79.1,2021
37145,"North Carolina","Person",54553,3295,29804,76,72.8,77,2021
37147,"North Carolina","Pitt",52961,16147,42770,78.4,74.9,80.1,2021
37151,"North Carolina","Randolph",50129,16775,79725,75.6,71.5,75.1,2021
37153,"North Carolina","Richmond",40518,4375,21235,73.9,72.3,74.1,2021
37155,"North Carolina","Robeson",36366,17864,84007,72.8,71.1,73.2,2021
37157,"North Carolina","Rockingham",44686,8696,58007,75.5,73.8,75.6,2021
37159,"North Carolina","Rowan",52051,13801,53741,75.4,73.5,75.1,2021
37161,"North Carolina","Rutherford",44547,6496,41392,76.2,73.2,76.3,2021
37163,"North Carolina","Sampson",45997,8645,53893,76.4,76.2,75.7,2021
37165,"North Carolina","Scotland",39197,3381,17497,74.6,72.8,76,2021
37167,"North Carolina","Stanly",58303,5646,41024,75.5,75,75.4,2021
37169,"North Carolina","Stokes",52356,3986,35881,76.9,76.8,76.7,2021
37171,"North Carolina","Surry",48637,7700,50691,75,75.9,74.2,2021
37179,"North Carolina","Union",86138,21672,54931,80.1,77.4,80,2021
37181,"North Carolina","Vance",40450,4213,24564,73.8,71.7,74.3,2021
37183,"North Carolina","Wake",84377,81522,54973,81.8,78.1,82.4,2021
37185,"North Carolina","Warren",37027,2048,20972,77.9,77.2,79.4,2021
37187,"North Carolina","Washington",40157,1016,8963,75.5,73.4,77.3,2021
37191,"North Carolina","Wayne",45634,13568,56902,75.8,74,76.1,2021
37193,"North Carolina","Wilkes",45250,7387,50473,76.7,71.4,76.6,2021
37195,"North Carolina","Wilson",42414,8609,31406,75.6,73.5,76.6,2021
38017,"North Dakota","Cass",63977,9498,15629,80.8,84.6,81.2,2021
39003,"Ohio","Allen",58271,4740,27530,76.9,74.4,77.1,2021
39007,"Ohio","Ashtabula",47388,5817,47063,75.2,72.2,75,2021
39009,"Ohio","Athens",43621,3839,27956,78,79.6,77.6,2021
39013,"Ohio","Belmont",50166,3146,38484,76.6,74.4,76.5,2021
39017,"Ohio","Butler",68611,18513,34394,76.7,75.1,76.3,2021
39023,"Ohio","Clark",50832,7500,32654,74.2,69.2,74.5,2021
39025,"Ohio","Clermont",68724,9946,44834,77.9,78.1,77.7,2021
39029,"Ohio","Columbiana",52693,5969,47304,76.4,78.7,76.2,2021
39035,"Ohio","Cuyahoga",52503,64175,7447,77,73.6,78.3,2021
39041,"Ohio","Delaware",110252,6450,33641,82.3,81.3,82,2021
39043,"Ohio","Erie",60790,3087,20409,76.8,73.3,77,2021
39045,"Ohio","Fairfield",71782,6823,50734,78,81.3,77.7,2021
39049,"Ohio","Franklin",64648,86703,15753,77.2,74.3,77.6,2021
39057,"Ohio","Greene",69709,7118,24090,78.9,78.4,78.6,2021
39061,"Ohio","Hamilton",60251,40518,17908,76.6,73.1,77.7,2021
39063,"Ohio","Hancock",62720,3413,23265,77.6,77.9,77.5,2021
39081,"Ohio","Jefferson",47652,2916,27174,74.8,64.2,75.5,2021
39085,"Ohio","Lake",65040,11164,15020,78.5,75.6,78.3,2021
39089,"Ohio","Licking",66321,8522,59151,77.6,78.3,77.4,2021
39093,"Ohio","Lorain",59201,15195,35373,77.7,72.3,78,2021
39095,"Ohio","Lucas",49924,26505,20589,75.6,72.1,76.3,2021
39097,"Ohio","Madison",65696,1939,21060,76.9,75.9,76.6,2021
39099,"Ohio","Mahoning",48018,10353,36202,76.4,69.9,77.5,2021
39101,"Ohio","Marion",51479,2912,20117,75.2,74.7,74.8,2021
39103,"Ohio","Medina",78540,6194,51345,80.1,76.5,80,2021
39109,"Ohio","Miami",63524,5378,31570,77.8,74.7,77.7,2021
39113,"Ohio","Montgomery",54704,29449,23179,74.9,71.7,75.5,2021
39119,"Ohio","Muskingum",52105,4533,40483,75.7,71.5,75.8,2021
39129,"Ohio","Pickaway",63931,2506,27774,75.5,71.6,75.4,2021
39133,"Ohio","Portage",57439,8235,52967,78,75.7,77.9,2021
39139,"Ohio","Richland",51883,6221,39900,75.9,73.1,75.9,2021
39141,"Ohio","Ross",54728,3845,45801,75.3,76.3,75,2021
39143,"Ohio","Sandusky",58415,2553,26903,76.5,70.9,76.3,2021
39145,"Ohio","Scioto",45410,4107,43150,72,75.4,71.7,2021
39147,"Ohio","Seneca",55664,2375,26959,77.2,78.6,76.9,2021
39151,"Ohio","Stark",55623,20476,50817,77,72.9,77.2,2021
39153,"Ohio","Summit",57753,28054,21003,77.2,72.8,77.8,2021
39155,"Ohio","Trumbull",47966,10690,57359,75.5,71.9,75.9,2021
39159,"Ohio","Union",91597,2078,26125,79,87.6,78.7,2021
39165,"Ohio","Warren",91645,8690,36724,79.3,82.2,78.9,2021
39169,"Ohio","Wayne",58747,8100,58406,78,75.5,77.8,2021
39173,"Ohio","Wood",64723,5637,37077,78.8,77.4,78.6,2021
40017,"Oklahoma","Canadian",75111,13644,26006,78.4,77.6,78.2,2021
40019,"Oklahoma","Carter",51895,6619,26669,74.7,75.4,74.9,2021
40023,"Oklahoma","Choctaw",37131,1854,10177,74,72.4,74.2,2021
40027,"Oklahoma","Cleveland",64706,27075,43181,78.7,77.9,78.3,2021
40031,"Oklahoma","Comanche",51184,11326,27041,76.3,75.9,76.3,2021
40037,"Oklahoma","Creek",54737,7605,37743,75,70.9,75.5,2021
40047,"Oklahoma","Garfield",58381,7176,12971,76,74.4,76,2021
40065,"Oklahoma","Jackson",48430,2702,6546,76,70.1,75.8,2021
40083,"Oklahoma","Logan",66625,4884,23173,79.4,80.6,78.7,2021
40089,"Oklahoma","McCurtain",40803,4796,22958,73.5,66.9,74.2,2021
40101,"Oklahoma","Muskogee",43392,8765,29189,73,72.5,73.5,2021
40109,"Oklahoma","Oklahoma",56272,98312,45097,76.1,72.9,76.3,2021
40111,"Oklahoma","Okmulgee",41725,4432,19454,73,68.8,73.6,2021
40113,"Oklahoma","Osage",50667,4762,28233,78.3,98.4,77.4,2021
40119,"Oklahoma","Payne",43025,9213,26093,78,75.5,78,2021
40121,"Oklahoma","Pittsburg",47215,5300,23797,73,71.3,72.6,2021
40125,"Oklahoma","Pottawatomie",52747,7831,35187,74.5,74.5,75.1,2021
40143,"Oklahoma","Tulsa",57668,74588,28839,76.8,71.3,77.4,2021
40145,"Oklahoma","Wagoner",65191,8625,27384,79.2,77.7,79.1,2021
40147,"Oklahoma","Washington",62515,5658,12174,76.5,72.3,76.4,2021
41005,"Oregon","Clackamas",80539,20404,67974,81.1,80.3,80.8,2021
41029,"Oregon","Jackson",56367,14159,40748,79.1,81.8,78.7,2021
41039,"Oregon","Lane",57212,25708,61631,79.1,77.9,78.9,2021
41047,"Oregon","Marion",64058,26106,41289,79.7,82.3,79,2021
41051,"Oregon","Multnomah",72469,51361,9870,79.7,74.1,79.6,2021
41067,"Oregon","Washington",85665,34293,29611,82.7,84.3,82.1,2021
42001,"Pennsylvania","Adams",67706,4605,54431,79.9,79,79.8,2021
42003,"Pennsylvania","Allegheny",64799,42145,30416,78.1,72.4,78.9,2021
42007,"Pennsylvania","Beaver",60323,5537,44046,76.9,70.8,77.4,2021
42011,"Pennsylvania","Berks",67418,21320,97660,79.3,75.2,79.5,2021
42013,"Pennsylvania","Blair",51004,5049,29778,77.1,72.9,77.1,2021
42017,"Pennsylvania","Bucks",93587,23135,55207,79.9,78.2,79.5,2021
42019,"Pennsylvania","Butler",72576,5981,77156,78.8,72.6,78.7,2021
42021,"Pennsylvania","Cambria",48798,4500,45986,76.1,67.3,76.4,2021
42027,"Pennsylvania","Centre",61036,6920,49612,83,81.4,82.7,2021
42029,"Pennsylvania","Chester",102233,20360,66235,81.4,75.8,81.3,2021
42039,"Pennsylvania","Crawford",49741,4091,56544,77.1,76.7,77,2021
42041,"Pennsylvania","Cumberland",75269,9338,52208,80,78.1,79.8,2021
42043,"Pennsylvania","Dauphin",60763,12542,35720,78.7,75.1,79.5,2021
42045,"Pennsylvania","Delaware",76783,24091,2593,78.6,75.6,79,2021
42049,"Pennsylvania","Erie",51923,10834,56168,77.7,72.5,78,2021
42051,"Pennsylvania","Fayette",48055,5310,65431,75.2,73.7,75.2,2021
42055,"Pennsylvania","Franklin",62699,8850,60374,79.3,75.5,79.3,2021
42061,"Pennsylvania","Huntingdon",54323,1744,31525,78.5,79,78.1,2021
42063,"Pennsylvania","Indiana",51299,4170,53390,78.2,79.8,78.1,2021
42069,"Pennsylvania","Lackawanna",53655,9323,34965,76.9,71.4,76.9,2021
42071,"Pennsylvania","Lancaster",67515,35924,110419,80.5,77.8,80.5,2021
42073,"Pennsylvania","Lawrence",50979,3320,36733,76.3,69.8,76.6,2021
42075,"Pennsylvania","Lebanon",61560,7552,35470,78.9,76.7,79.1,2021
42077,"Pennsylvania","Lehigh",65436,19532,27700,79.6,76.7,79.2,2021
42079,"Pennsylvania","Luzerne",53439,13432,64135,76.3,72.1,76.1,2021
42081,"Pennsylvania","Lycoming",53762,4912,42121,78.1,70,78.5,2021
42085,"Pennsylvania","Mercer",54099,4735,51891,76.8,70.1,77.2,2021
42089,"Pennsylvania","Monroe",63012,8806,65141,78.9,78.6,77.9,2021
42091,"Pennsylvania","Montgomery",92340,25700,23466,80.9,77.9,80.8,2021
42095,"Pennsylvania","Northampton",73780,12191,38016,80.1,77.7,80,2021
42097,"Pennsylvania","Northumberland",47967,3899,32953,77,71.7,77.2,2021
42101,"Pennsylvania","Philadelphia",47598,101687,0,76.4,73.6,77.2,2021
42103,"Pennsylvania","Pike",66595,2532,40595,80,81.8,79.1,2021
42107,"Pennsylvania","Schuylkill",55951,5778,54068,75.7,72.1,75.4,2021
42111,"Pennsylvania","Somerset",49082,3527,55043,77.8,70.3,77.7,2021
42119,"Pennsylvania","Union",61306,1667,19244,82.6,78.6,82.3,2021
42125,"Pennsylvania","Washington",65558,6427,64060,77,71.7,77.1,2021
42127,"Pennsylvania","Wayne",56265,2206,46533,78.6,76.8,78.3,2021
42129,"Pennsylvania","Westmoreland",59407,11208,92620,77.9,71,78,2021
42133,"Pennsylvania","York",69101,19432,107527,79,75.1,79.2,2021
44003,"Rhode Island","Kent",74230,4041,13270,79.2,87.5,78.7,2021
44005,"Rhode Island","Newport",80862,1930,10023,81.6,77.1,81.7,2021
44007,"Rhode Island","Providence",62165,26684,34522,79.4,82.8,78.5,2021
44009,"Rhode Island","Washington",86450,2724,39139,81,81.9,81,2021
45001,"South Carolina","Abbeville",46499,2343,19972,76.2,73.8,77.2,2021
45003,"South Carolina","Aiken",56824,15283,59235,76.5,74,76.7,2021
45005,"South Carolina","Allendale",32147,575,7112,72.4,72.1,73.6,2021
45007,"South Carolina","Anderson",54496,18094,70969,76.3,74.8,76.3,2021
45009,"South Carolina","Bamberg",35364,1244,8714,73.5,71.1,77.2,2021
45011,"South Carolina","Barnwell",36675,1816,18672,73.6,72,74,2021
45013,"South Carolina","Beaufort",73890,16125,31873,82.9,76.6,83.7,2021
45015,"South Carolina","Berkeley",68690,20065,51492,78.8,77.2,78.7,2021
45017,"South Carolina","Calhoun",47090,1364,15175,76,74.4,75.9,2021
45019,"South Carolina","Charleston",70980,32652,38106,79,73.9,80.9,2021
45021,"South Carolina","Cherokee",46905,5470,33786,73.8,71.8,73.9,2021
45023,"South Carolina","Chester",45400,2732,23789,72.9,71.4,73.7,2021
45025,"South Carolina","Chesterfield",42441,4765,34474,74.5,73.5,74.7,2021
45027,"South Carolina","Clarendon",39900,3245,29973,75.7,74,76.8,2021
45029,"South Carolina","Colleton",40808,3738,29390,71.9,70.7,72.6,2021
45031,"South Carolina","Darlington",44007,6025,39673,73.3,73.3,73,2021
45033,"South Carolina","Dillon",35483,3372,22285,72.9,72,73.1,2021
45035,"South Carolina","Dorchester",68051,12894,26605,78.3,77.1,78.3,2021
45037,"South Carolina","Edgefield",52591,2378,19783,80.6,77.3,82,2021
45039,"South Carolina","Fairfield",42496,1933,18761,74,73,74.4,2021
45041,"South Carolina","Florence",49770,12506,52726,73.9,72.2,74.9,2021
45043,"South Carolina","Georgetown",53747,5542,24976,75.8,73.8,76.3,2021
45045,"South Carolina","Greenville",64399,52874,56880,78.4,75.5,78.6,2021
45047,"South Carolina","Greenwood",43958,6882,27692,75.9,73.2,76.8,2021
45049,"South Carolina","Hampton",37560,1566,16550,73.2,72.6,73.2,2021
45051,"South Carolina","Horry",53648,41075,81799,77.2,74.7,77.2,2021
45053,"South Carolina","Jasper",50790,4107,16519,77.4,76.7,77.1,2021
45055,"South Carolina","Kershaw",56318,5631,35587,76.9,76.1,76.7,2021
45057,"South Carolina","Lancaster",63842,8051,38291,77.8,74.4,78.1,2021
45059,"South Carolina","Laurens",47038,6851,42713,73.8,72.3,74,2021
45061,"South Carolina","Lee",37710,1323,13829,71.5,71.3,71.7,2021
45063,"South Carolina","Lexington",62059,25844,66322,78,77,77.9,2021
45065,"South Carolina","McCormick",48645,601,10233,72.5,72.3,69.2,2021
45067,"South Carolina","Marion",35138,3066,20086,72.1,70.9,73.5,2021
45069,"South Carolina","Marlboro",34532,2263,15927,72.4,72.6,71.3,2021
45071,"South Carolina","Newberry",50773,3843,25449,77.2,74.2,77.8,2021
45073,"South Carolina","Oconee",52240,8413,48219,76.3,75.7,75.7,2021
45075,"South Carolina","Orangeburg",38736,7725,58995,73.9,73.5,74,2021
45077,"South Carolina","Pickens",52949,11973,42673,77.1,75.9,76.8,2021
45079,"South Carolina","Richland",52905,32707,34876,77.7,75.6,79.4,2021
45081,"South Carolina","Saluda",49493,2792,16005,79.1,75.6,79.5,2021
45083,"South Carolina","Spartanburg",55588,28778,77992,75.9,74.3,75.7,2021
45085,"South Carolina","Sumter",49611,9840,34349,75.3,74.3,75.7,2021
45087,"South Carolina","Union",42851,2316,18928,73.9,73.3,73.7,2021
45089,"South Carolina","Williamsburg",34409,2570,28205,72.1,70.9,73.2,2021
45091,"South Carolina","York",68468,20667,51895,78.2,75.8,78.2,2021
46099,"South Dakota","Minnehaha",63162,13864,23109,78.6,75.4,79,2021
46103,"South Dakota","Pennington",58919,10348,20999,79.2,83.3,80.5,2021
47001,"Tennessee","Anderson",50973,6327,26041,74.9,74,74.6,2021
47003,"Tennessee","Bedford",50539,5340,25053,74.9,73.5,74.6,2021
47009,"Tennessee","Blount",59368,10619,40140,77,76.8,76.8,2021
47011,"Tennessee","Bradley",52534,10488,32630,76.6,75.7,76.4,2021
47017,"Tennessee","Carroll",43258,2166,23690,74.1,73.8,74.1,2021
47023,"Tennessee","Chester",50769,1478,11177,76.6,78.2,76.2,2021
47031,"Tennessee","Coffee",54931,4644,24967,74.6,74.7,74.3,2021
47033,"Tennessee","Crockett",45642,1454,9828,73.8,72.7,73.1,2021
47037,"Tennessee","Davidson",63846,73401,21382,77,74,77.7,2021
47043,"Tennessee","Dickson",59126,5072,33650,74.8,69.9,74.9,2021
47045,"Tennessee","Dyer",48770,2937,16432,73.1,70.1,73.3,2021
47047,"Tennessee","Fayette",67345,2772,30363,78.1,73,79.9,2021
47051,"Tennessee","Franklin",54319,3225,28579,76.1,73.2,75.9,2021
47053,"Tennessee","Gibson",46384,3864,23706,74.1,71.1,74.7,2021
47055,"Tennessee","Giles",50847,2454,21744,74.7,74.3,74.6,2021
47059,"Tennessee","Greene",44975,5997,44874,74.2,74.8,73.9,2021
47063,"Tennessee","Hamblen",46842,6764,13680,75.1,71.8,74.8,2021
47065,"Tennessee","Hamilton",57802,31498,33721,77.3,73.6,77.8,2021
47069,"Tennessee","Hardeman",40989,1803,21859,74.9,74.5,75.4,2021
47075,"Tennessee","Haywood",38950,1420,8908,73.5,72.3,74.5,2021
47077,"Tennessee","Henderson",46826,2453,21209,75.1,72.3,75.3,2021
47079,"Tennessee","Henry",43159,2518,21612,74.3,73,74.1,2021
47093,"Tennessee","Knox",60316,35532,47205,76.3,71.6,76.5,2021
47095,"Tennessee","Lake",34059,412,7832,72.4,73.6,71.4,2021
47097,"Tennessee","Lauderdale",43545,2223,16317,73.4,73.1,73,2021
47103,"Tennessee","Lincoln",54558,2966,24183,74.8,72.5,74.5,2021
47107,"Tennessee","McMinn",49836,4826,31538,74.4,73,74.2,2021
47109,"Tennessee","McNairy",45469,2332,22235,73.3,74.1,73.4,2021
47113,"Tennessee","Madison",50401,7824,25386,75.7,73.2,76.9,2021
47117,"Tennessee","Marshall",58151,2743,20153,75.5,73.3,75.4,2021
47119,"Tennessee","Maury",66434,7014,33672,76,73.3,76.1,2021
47125,"Tennessee","Montgomery",57606,14167,34022,75.6,73.8,75.5,2021
47131,"Tennessee","Obion",44061,2443,19588,75.5,71.3,75.8,2021
47141,"Tennessee","Putnam",49083,6938,25295,76.7,76.9,76.5,2021
47147,"Tennessee","Robertson",65790,6388,35289,75.9,70.8,76,2021
47149,"Tennessee","Rutherford",69614,25442,44699,77.6,76.2,77.5,2021
47157,"Tennessee","Shelby",52659,95082,25601,75.5,73.2,78,2021
47163,"Tennessee","Sullivan",51303,13179,40086,75.7,72,75.6,2021
47165,"Tennessee","Sumner",69391,13842,44792,78,76.3,77.9,2021
47167,"Tennessee","Tipton",61436,5047,33671,75.4,73.1,75.6,2021
47179,"Tennessee","Washington",51879,9898,32493,75.5,74.5,75.4,2021
47183,"Tennessee","Weakley",42506,2943,23466,75.9,72.9,76,2021
47187,"Tennessee","Williamson",119637,10181,35512,81.7,79.1,81.5,2021
47189,"Tennessee","Wilson",80080,9671,43850,78.3,75.4,78.4,2021
48001,"Texas","Anderson",48461,6023,39204,73.3,71,73.7,2021
48005,"Texas","Angelina",51750,12575,37383,76.3,71.5,76.3,2021
48015,"Texas","Austin",68311,3953,18853,78.8,77,78,2021
48021,"Texas","Bastrop",62627,12757,47360,78.3,77,77,2021
48025,"Texas","Bee",44171,3219,13693,75.9,75.1,76.4,2021
48027,"Texas","Bell",54831,40560,47113,78.2,75.4,77.9,2021
48029,"Texas","Bexar",58956,264129,77835,78.9,75.6,78.5,2021
48037,"Texas","Bowie",51207,9457,32791,75.3,73.5,75.6,2021
48039,"Texas","Brazoria",83704,42099,70552,79.4,78.1,77.9,2021
